employee_id,first_name,last_name,email,phone_number,department,job_title,hire_date,days_service,base_salary,bonus_percentage,status,birth_date,address,city,state,zip_code,country,gender,education,performance_score,last_review_date,employee_level,vacation_days,sick_days,work_location,shift,emergency_contact,ssn,bank_account
EMP000000000021,Jacqueline,Bennett,jacqueline.bennett@company.com,001-989-675-7492x9385,Procurement,Purchasing Agent,2023-10-02,577,39723.1,6.47,Active,1965-01-16,63436 Boone Flat,San Diego,CA,18692,USA,F,Professional,70.85,2024-04-05,Mid,16,4,Hybrid,Day,378-936-5056x4421,046-67-3711,NYNS78943148772772
EMP000000000022,Melissa,Simon,melissa.simon@company.com,+1-450-569-5791x738,Finance,Financial Analyst,2021-07-04,1397,84055.27,2.02,Inactive,1959-08-08,72437 Pam Throughway Suite 206,Albany,NY,55702,USA,F,Master,76.55,2023-04-18,Senior,14,8,Office,Flexible,(828)454-3228,218-20-9053,QPHS28340901921292
EMP000000000023,Mercedes,Mercado,mercedes.mercado@company.com,932.921.8956,Design,UX/UI Designer,2024-01-27,460,64987.05,4.71,Active,2006-01-30,8540 Leslie Parkway,Rochester,NY,72430,USA,F,Professional,95.57,2024-02-16,Mid,14,7,Remote,Night,287-286-1497,794-26-4588,FISQ61879887614375
EMP000000000024,Laura,Moran,laura.moran@company.com,445-918-6568,Research,Data Scientist,2020-11-01,1642,48784.42,5.98,Active,1986-09-22,13798 Hernandez Hill,San Diego,CA,28367,USA,F,Professional,80.36,2021-05-13,Senior,18,5,Office,Day,805.441.1071,298-86-9278,ZKWW88098188035155
EMP000000000025,David,White,david.white@company.com,+1-437-359-5852x414,Security,Physical Security Specialist,2022-11-08,905,77384.46,7.11,Active,1963-05-10,83952 Charles Roads,Houston,TX,57241,USA,M,Professional,74.0,2023-03-03,Senior,17,4,Remote,Day,(827)647-4378x62144,043-11-4751,UHXU82246811753787
EMP000000000026,Richard,Alexander,richard.alexander@company.com,001-621-328-1117,Sales,Sales Coordinator,2024-12-19,133,54745.63,1.68,Active,1998-02-10,4806 Jessica Lodge,Philadelphia,PA,97401,USA,M,Master,87.2,2024-12-21,Entry,12,5,Office,Night,001-798-381-7597x68018,219-64-6862,ROEW11116374549772
EMP000000000027,Ryan,Morrison,ryan.morrison@company.com,369.952.0860x10658,Operations,Supply Chain Coordinator,2020-08-08,1727,40557.67,1.93,Active,2002-04-26,477 Henderson Glen Suite 088,New York,NY,80170,USA,M,High School,74.69,2021-11-24,Senior,16,3,Office,Day,(506)669-1884,577-33-9839,HUKX43208227113022
EMP000000000028,Andrea,Wilson,andrea.wilson@company.com,001-683-615-2415x44049,Marketing,Content Strategist,2021-05-27,1435,76796.16,6.21,Inactive,1964-04-23,8263 Bradley Mill Suite 657,Columbus,OH,99458,USA,F,Master,82.85,2023-05-08,Senior,10,6,Office,Night,6523228612,153-92-1639,SQQE01431569244373
EMP000000000029,Shannon,Flores,shannon.flores@company.com,801-478-5435x2175,Finance,Accounts Payable Clerk,2020-05-25,1802,48720.22,4.59,Active,1992-12-31,6184 Arthur Throughway Apt. 504,San Antonio,TX,25861,USA,F,High School,84.19,2023-04-29,Senior,13,4,Office,Night,(838)214-0396,857-89-2630,YRIE47230669926935
EMP000000000030,Michael,Carpenter,michael.carpenter@company.com,+1-224-299-3832x355,R&D,Research Scientist,2021-02-15,1536,64601.09,6.28,Active,1984-10-27,94804 Anthony Extensions Apt. 098,San Francisco,CA,43024,USA,M,Professional,73.17,2022-06-09,Senior,22,13,Office,Night,(347)491-2548,640-23-9188,MHJV34024850818090
EMP000000000031,Kristin,Davis,kristin.davis@company.com,(206)743-4904,Finance,Tax Specialist,2022-07-16,1020,48557.9,4.62,Active,2007-02-04,59818 Smith Key,Springfield,IL,74057,USA,F,PhD,75.83,2022-12-31,Senior,10,5,Remote,Day,257.545.4613,748-64-8660,WUAC50384003402128
EMP000000000032,Michelle,White,michelle.white@company.com,2486424715,Customer Service,Client Relations Manager,2022-12-20,863,56089.83,6.54,Active,1992-12-31,01288 Nelson Fords,Worcester,MA,79072,USA,F,Professional,67.29,2023-10-11,Senior,20,7,Remote,Day,673-944-2052x60541,054-72-6723,NWCB03317922262248
EMP000000000033,Sarah,Ortega,sarah.ortega@company.com,451-426-3452x640,Logistics,Transportation Coordinator,2021-04-22,1470,116829.98,4.58,Active,1960-05-27,89027 David Drive Apt. 573,Austin,TX,55557,USA,Other,Master,87.97,2022-10-21,Senior,13,5,Office,Night,496.991.7028,659-77-4862,ZSMV67417348236865
EMP000000000034,Tyler,King,tyler.king@company.com,+1-856-760-4737x791,Development,Software Engineer,2023-05-24,708,70269.43,8.01,Active,1980-07-13,73427 Stephanie Unions Suite 684,Springfield,IL,43034,USA,M,Professional,83.14,2023-08-05,Mid,16,5,Office,Night,681.870.4718x42317,542-35-1478,XFGI21353109013866
EMP000000000035,Matthew,Mckinney,matthew.mckinney@company.com,001-821-631-3857,Development,Mobile App Developer,2021-04-09,1483,88863.35,3.49,Active,1961-01-19,797 Carey Divide Apt. 305,Springfield,MA,63286,USA,M,Professional,62.4,2023-01-01,Senior,14,5,Office,Day,342-939-1812x8672,199-51-2861,AGLY01450180932312
EMP000000000036,Jessica,Foster,jessica.foster@company.com,(910)302-3024x5256,IT,Software Developer,2020-11-03,1640,63025.45,5.69,Active,1968-12-13,68396 Jason Overpass,Pittsburgh,PA,77357,USA,Other,High School,77.28,2021-12-21,Senior,11,4,Hybrid,Day,+1-318-596-4923x787,795-46-1690,WRNE16355758878959
EMP000000000037,Andrea,Flores,andrea.flores@company.com,425.331.0115,Security,Cybersecurity Analyst,2022-03-30,1128,87174.79,4.38,Active,1986-01-13,795 Sanchez Ranch,Los Angeles,CA,22536,USA,F,Master,89.46,2022-05-17,Senior,16,9,Remote,Night,(694)936-5804,417-29-3767,FKGB34362337867544
EMP000000000038,Alejandro,Davis,alejandro.davis@company.com,5976467064,Operations,Production Supervisor,2020-05-25,1802,53613.32,8.03,Active,1995-04-08,765 Thomas Forest,Springfield,IL,65663,USA,M,Professional,69.13,2020-07-14,Senior,14,5,Office,Day,911.863.1775x9366,885-30-6893,VQOU52710042098413
EMP000000000039,Christina,Golden,christina.golden@company.com,558.229.1226,Engineering,Industrial Engineer,2024-08-12,262,59518.21,3.72,Active,2006-04-20,022 Karen Ramp,Cincinnati,OH,53211,USA,F,Professional,88.15,2025-01-12,Entry,17,10,Remote,Night,(841)369-0041x91246,662-87-2396,OSRJ62044624600786
EMP000000000040,Christine,Jacobs,christine.jacobs@company.com,619-532-2552x888,Research,Research Analyst,2024-01-27,460,99312.6,4.5,Active,1981-07-31,49117 Taylor Bridge Suite 794,Columbus,OH,96764,USA,F,Master,71.72,2024-03-28,Mid,14,3,Remote,Night,365.719.9029,172-13-0090,JNMG21063946426713
EMP000000000041,Brian,Gordon,brian.gordon@company.com,(542)242-6115x17917,Finance,Budget Manager,2023-01-24,828,59586.26,2.67,Active,1968-07-08,296 Craig Mill,Allentown,PA,01697,USA,M,Professional,68.41,2023-05-16,Senior,13,6,Office,Day,001-675-220-7258x615,681-73-8041,EJKU98000147288210
EMP000000000042,Matthew,Madden,matthew.madden@company.com,941-434-3710x53011,Security,Safety Coordinator,2021-06-01,1430,54705.24,7.23,Active,1984-06-15,8163 Turner Extension,Dallas,TX,34482,USA,M,Professional,79.92,2023-11-03,Senior,19,4,Office,Day,001-374-422-3385x08383,049-82-9028,PSHA88457268799559
EMP000000000043,Lisa,Miller,lisa.miller@company.com,998.460.0508x667,Training,Instructional Designer,2020-11-15,1628,57520.43,3.13,Active,1999-10-10,5745 Scott Park Suite 753,Allentown,PA,33517,USA,F,Master,93.95,2023-07-30,Senior,9,9,Office,Night,373-955-8989,621-46-0384,LDWY92587786844717
EMP000000000044,Patrick,Stokes,patrick.stokes@company.com,+1-821-730-0915x7668,Engineering,Industrial Engineer,2022-07-06,1030,62587.69,6.03,Active,1984-12-21,41010 Wilson Centers,Allentown,PA,32864,USA,M,Master,63.23,2023-01-18,Senior,25,11,Remote,Day,836-386-6337,835-52-4028,HJLB92462369218815
EMP000000000045,Patrick,Ramirez,patrick.ramirez@company.com,704.641.3489x887,HHRR,HR Manager,2022-11-25,888,41026.84,3.3,Active,1981-10-05,085 Wilkinson Pine Suite 070,Springfield,IL,91469,USA,M,Professional,63.47,2023-06-06,Senior,16,7,Office,Day,8486020135,164-63-9734,XSJF52688135685220
EMP000000000046,Jessica,Thompson,jessica.thompson@company.com,(675)979-4505x5600,Training,Corporate Trainer,2024-11-11,171,30000.0,4.42,Active,1984-08-27,211 Kramer Branch,Orlando,FL,87456,USA,F,High School,73.36,2025-04-02,Entry,17,4,Office,Night,6994112336,295-36-3608,KSDL80097555292510
EMP000000000047,Randy,Duran,randy.duran@company.com,462-716-5004,Security,Safety Coordinator,2024-04-19,377,48218.71,3.65,Active,1970-05-22,066 Jones Cliff,Chicago,IL,77951,USA,M,High School,74.08,2024-04-19,Mid,12,8,Hybrid,Day,001-947-275-6931,248-96-6766,RSZM18419372368492
EMP000000000048,Crystal,Boyle,crystal.boyle@company.com,414.306.1402,Logistics,Inventory Control Specialist,2022-04-10,1117,42433.32,6.33,Active,2006-12-24,976 Robinson Extension,San Diego,CA,43883,USA,F,Professional,74.42,2023-09-22,Senior,13,7,Hybrid,Night,+1-830-788-5715x3132,054-28-6861,OHCK98577314756392
EMP000000000049,Steven,King,steven.king@company.com,840.265.2546x0921,Sales,Regional Sales Director,2024-08-28,246,35623.88,3.43,Active,1989-04-08,603 Vaughn Haven,Augusta,GA,90984,USA,M,High School,71.38,2025-03-28,Entry,12,3,Office,Night,210.903.4398x0552,248-12-0207,FETU45825228566368
EMP000000000050,Nicole,Oliver,nicole.oliver@company.com,(317)568-9258,Procurement,Supply Chain Analyst,2020-11-23,1620,70463.22,5.15,Active,1991-06-17,7534 Courtney Forest,Miami,FL,17999,USA,F,Professional,61.9,2021-03-20,Senior,11,3,Office,Day,(673)342-1296x6628,785-88-2839,KYPX74149077627251
EMP000000000051,Lauren,Smith,lauren.smith@company.com,(789)706-4521x266,Design,Industrial Designer,2023-03-04,789,68932.32,1.41,Active,1987-04-17,886 Miller Plains Apt. 097,Tacoma,WA,70094,USA,F,Professional,63.85,2023-03-13,Senior,14,6,Office,Day,001-508-609-7858x14057,244-68-8905,GART98981401321774
EMP000000000052,Adam,Nixon,adam.nixon@company.com,221.842.5573,Marketing,Content Strategist,2023-06-22,679,126577.2,4.78,Active,1963-11-19,8761 Cardenas Mill,Worcester,MA,66658,USA,M,Master,74.75,2024-02-11,Mid,9,9,Remote,Day,(785)442-8218x32998,152-60-7312,QDZR10091390541926
EMP000000000053,Mary,Fox,mary.fox@company.com,6844299533,Design,UX/UI Designer,2020-08-09,1726,88840.79,8.39,Active,1977-04-14,344 Lee Port Apt. 539,Spokane,WA,91365,USA,F,Master,77.42,2020-11-03,Senior,17,6,Remote,Day,(251)780-9170x4962,703-48-9812,LGKO41884226404744
EMP000000000054,Jeremy,Thomas,jeremy.thomas@company.com,405-929-4682,HHRR,HR Manager,2021-10-17,1292,57310.49,5.43,Leave,2005-07-14,8211 Michelle Pines,Cincinnati,OH,59580,USA,M,Professional,67.72,2023-06-04,Senior,17,6,Office,Night,974.522.8834x016,022-34-5995,JWAU84101756250084
EMP000000000055,Cynthia,Bailey,cynthia.bailey@company.com,5434628364,Sales,Account Manager,2024-04-29,367,50341.14,4.3,Active,1992-02-27,001 Leon Circles Suite 838,Albany,NY,65425,USA,F,Professional,83.83,2024-04-29,Mid,13,4,Remote,Flexible,983-938-3228,061-38-1716,SNDA85137943746199
EMP000000000056,Heather,Walker,heather.walker@company.com,7835924025,HHRR,Recruitment Specialist,2022-08-24,981,78735.34,1.14,Active,1977-03-14,7109 Moore Trail,Cincinnati,OH,13844,USA,F,Professional,91.95,2023-02-03,Senior,15,4,Office,Day,729.664.8946x833,574-77-0697,RHJZ74038854369214
EMP000000000057,Reginald,Thompson,reginald.thompson@company.com,001-956-975-7972x89845,Marketing,Brand Manager,2021-12-27,1221,62826.97,3.35,Active,1987-08-30,03618 Martinez View,Savannah,GA,28059,USA,M,Professional,63.29,2023-10-04,Senior,16,6,Remote,Night,001-459-219-1825,403-20-4895,JPQA11670224260849
EMP000000000058,Mary,Frank,mary.frank@company.com,(837)484-5566x5162,Engineering,Civil Engineer,2021-12-13,1235,61916.48,5.32,Active,1977-04-30,086 David Neck Suite 598,Spokane,WA,18155,USA,F,Master,88.03,2023-05-29,Senior,13,4,Office,Day,479-801-2286x765,243-68-4116,UKNK51064422949137
EMP000000000059,Jacob,Hogan,jacob.hogan@company.com,001-640-882-2059,R&D,Product Development Engineer,2022-12-02,881,53679.18,4.95,Inactive,1972-06-18,936 Johnson Lodge,Cincinnati,OH,94665,USA,M,Professional,65.11,2024-04-17,Senior,18,3,Office,Flexible,001-227-207-8883x60350,234-37-6917,HAXP46206407105090
EMP000000000060,Timothy,Taylor,timothy.taylor@company.com,746.469.3520,Legal,Legal Assistant,2024-05-02,364,61027.44,5.35,Active,1981-03-08,7846 Walters Cape Suite 123,Cleveland,OH,19808,USA,M,Master,89.85,2024-06-11,Entry,15,5,Office,Day,792-609-8456x730,524-65-6575,WXNL76647351920180
EMP000000000061,Rebecca,Scott,rebecca.scott@company.com,676-715-8586x132,Legal,Contract Specialist,2023-07-11,660,59887.6,3.74,Active,1972-05-27,654 Patrick Station,Miami,FL,58082,USA,F,Professional,69.41,2024-02-08,Mid,16,3,Remote,Day,001-417-566-6044x78622,092-44-8490,EXOE11538847891019
EMP000000000062,Susan,Green,susan.green@company.com,(561)952-3676,Design,Industrial Designer,2022-05-27,1070,43189.06,6.29,Active,1979-09-02,717 William Shoals,New York,NY,29622,USA,F,High School,73.33,2022-10-03,Senior,13,5,Office,Night,+1-576-499-8530x56410,652-08-2360,VBBP21695329294402
EMP000000000063,Patricia,Hudson,patricia.hudson@company.com,266-423-5184,Sales,Sales Coordinator,2025-03-30,32,44164.4,5.12,Active,1982-09-18,92107 Hayden Ferry Suite 126,Tacoma,WA,19953,USA,F,High School,79.46,2025-04-22,Entry,18,5,Office,Day,992-687-8899x641,352-80-6754,WWAS47062616533473
EMP000000000064,Stephen,Powell,stephen.powell@company.com,995-310-4081x020,Security,Safety Coordinator,2020-07-14,1752,85411.37,4.48,Active,1985-08-23,3333 John Groves Apt. 051,Albany,NY,43084,USA,M,PhD,62.14,2023-06-01,Senior,11,4,Office,Day,+1-382-710-7758x47263,753-41-9488,GPGU87256252694383
EMP000000000065,Kathy,Weaver,kathy.weaver@company.com,001-904-749-7196,Security,Physical Security Specialist,2021-12-17,1231,60072.29,3.6,Active,2005-02-24,4312 Javier Light Suite 396,Tacoma,WA,42946,USA,F,Professional,82.1,2023-02-06,Senior,22,4,Remote,Night,+1-969-521-9079x1135,615-86-8548,UAIX21716013268695
EMP000000000066,Dustin,Montgomery,dustin.montgomery@company.com,+1-767-819-0375x1082,Support,Customer Support Representative,2021-06-16,1415,125608.5,2.85,Active,1994-01-04,0959 King Lake Apt. 061,San Diego,CA,82730,USA,M,Master,83.5,2021-07-28,Senior,10,5,Remote,Night,516-366-4897x6218,765-49-4085,GKFD82967008916511
EMP000000000067,Renee,Johnson,renee.johnson@company.com,9478977731,Operations,Production Supervisor,2021-12-06,1242,80299.31,5.16,Active,1985-04-20,38844 Swanson Wells Apt. 747,Cleveland,OH,07379,USA,F,Professional,56.22,2022-08-11,Senior,21,7,Office,Night,4779578640,444-08-1137,UGTZ22972368239179
EMP000000000068,Charles,Maldonado,charles.maldonado@company.com,352-808-2301,Logistics,Transportation Coordinator,2020-12-10,1603,69152.04,3.28,Active,1991-12-31,9450 Sara Spurs Suite 862,San Diego,CA,37536,USA,M,Master,79.49,2022-10-09,Senior,20,4,Office,Night,8102834061,621-73-4057,VHSA77661144258743
EMP000000000069,Lydia,Rose,lydia.rose@company.com,525-404-0997,Security,Security Manager,2024-08-18,256,55422.77,4.29,Active,1968-01-19,1685 Laura Stravenue,Columbus,OH,51968,USA,F,High School,73.82,2024-12-17,Entry,22,4,Remote,Flexible,930-371-7152,352-70-8191,NGWH68575883233633
EMP000000000070,Robert,Patton,robert.patton@company.com,975-327-3248x46448,R&D,Innovation Manager,2025-03-27,35,75574.75,5.43,Active,1993-02-15,42651 Lisa Way,Worcester,MA,17046,USA,M,Professional,79.09,2025-04-29,Entry,16,5,Office,Flexible,259.250.5598x15847,661-35-6118,DHAI54355802688646
EMP000000000071,Sarah,Berry,sarah.berry@company.com,(482)303-6944,Logistics,Warehouse Supervisor,2022-07-14,1022,76487.06,3.81,Active,1978-03-29,90952 Michelle Port,Peoria,IL,59939,USA,Other,Professional,81.74,2024-02-11,Senior,15,7,Hybrid,Day,622.376.0584,743-58-2337,NDJS55437467163889
EMP000000000072,Vanessa,Williams,vanessa.williams@company.com,898.664.1157x993,R&D,Product Development Engineer,2024-10-10,203,84415.99,2.59,Active,1992-03-04,235 Pamela Throughway Apt. 734,Tampa,FL,69118,USA,F,Professional,77.2,2025-04-09,Entry,10,7,Hybrid,Day,+1-435-476-1709x40824,754-28-2349,NSCI56156055209674
EMP000000000073,Chris,Lowery,chris.lowery@company.com,+1-594-521-0982x7016,Quality,Process Improvement Specialist,2021-12-02,1246,66489.81,5.61,Active,1966-07-20,5937 Brittany Springs,Spokane,WA,47412,USA,M,PhD,70.77,2022-01-28,Senior,16,6,Office,Night,(247)679-5329,626-62-4922,NDUP73515760862784
EMP000000000074,Haley,Johnson,haley.johnson@company.com,825.927.5390x6578,Finance,Accountant,2023-11-07,541,50159.66,6.14,Active,1977-12-09,646 Jason Mill Suite 645,Springfield,IL,54389,USA,F,Master,77.86,2024-02-10,Mid,14,3,Office,Day,961-504-8205,352-67-4543,AWAA29718045702801
EMP000000000075,Kimberly,Cooke,kimberly.cooke@company.com,001-249-712-6705,IT,IT Support Specialist,2023-12-18,500,73268.28,3.51,Active,1993-10-10,188 Howe Field,Cincinnati,OH,40972,USA,F,Professional,74.27,2024-01-14,Mid,15,4,Office,Night,(655)489-5779x053,719-77-2715,AAWZ25159925089532
EMP000000000076,Michele,Dean,michele.dean@company.com,596-513-6279,Research,Research Analyst,2023-12-06,512,51802.01,3.98,Active,1983-12-02,06995 Hayes Road Apt. 957,Jacksonville,FL,85727,USA,F,Professional,64.41,2024-01-02,Mid,11,13,Office,Night,(989)358-6926x507,090-51-0178,QSOO57749454342631
EMP000000000077,Gloria,Miller,gloria.miller@company.com,456-528-0421x9789,IT,Database Administrator,2021-04-20,1472,48566.46,7.17,Active,1959-12-18,2657 Latasha Wall,Cincinnati,OH,45945,USA,F,Master,71.12,2024-04-16,Senior,15,5,Office,Flexible,830.636.9616x4313,408-66-4001,KQOO14909036619817
EMP000000000078,Robert,Banks,robert.banks@company.com,464-230-6799x19317,Legal,Corporate Lawyer,2023-07-13,658,39417.79,4.3,Active,1968-07-19,9748 Ward Road Apt. 287,Pittsburgh,PA,70057,USA,M,Professional,75.17,2024-04-14,Mid,9,9,Hybrid,Night,+1-263-230-8983,137-60-4874,BRMY60528621108467
EMP000000000079,Jasmine,Austin,jasmine.austin@company.com,001-227-447-7518,Engineering,Civil Engineer,2020-10-25,1649,61438.03,6.35,Active,1999-06-12,749 Clark Views,Pittsburgh,PA,04638,USA,F,Professional,74.61,2024-03-16,Senior,13,10,Office,Day,+1-741-979-1926x155,711-98-7709,KRZJ58054520014484
EMP000000000080,Kevin,Bradshaw,kevin.bradshaw@company.com,(769)843-9404x18998,Procurement,Procurement Manager,2022-05-17,1080,88295.09,5.9,Active,1967-03-09,6412 Moore Parkways,San Antonio,TX,96268,USA,M,Professional,79.15,2023-10-24,Senior,13,4,Office,Day,829.662.6150x88462,832-92-8752,HNIO41534051742818
EMP000000000081,Larry,Campbell,larry.campbell@company.com,(297)419-0343,Legal,Compliance Officer,2022-11-27,886,78694.25,6.98,Active,1966-03-21,3272 Peters Ways,Houston,TX,87269,USA,M,Professional,65.36,2024-02-18,Senior,13,9,Office,Night,693.403.3411x80415,016-74-1704,HPNT73228179458424
EMP000000000082,Mikayla,Rose,mikayla.rose@company.com,991.207.8921x58645,IT,Network Engineer,2022-08-26,979,58858.82,3.75,Active,1976-04-08,2079 Eddie Land,San Diego,CA,22648,USA,F,Master,77.29,2023-09-03,Senior,22,8,Hybrid,Day,(355)668-8885,852-10-3102,LZYL29276789386829
EMP000000000083,Ashley,Mann,ashley.mann@company.com,001-706-320-2244x228,Quality,Process Improvement Specialist,2023-03-13,780,56317.59,7.11,Active,1965-03-17,8836 Marc Locks,Springfield,IL,75783,USA,F,Master,63.48,2023-06-29,Senior,16,9,Hybrid,Day,491.466.3150,505-89-3945,GFAX51956456118302
